aah	a·h
urination	ya·wːri·ne·yshn
urine	ya·wːri·n
urn	ɜːn
urns	ɜːnz
urological	ya·wːru·hlɒji·ku·hl
urologist	ya·wːrɒlu·hji·st
urologists	ya·wːrɒlu·hji·sts
urology	ya·wːrɒlu·hji
ursine	ɜːsai·n
urticaria	ɜːti·keu·hriu·h
urushiol	ya·wːru·hshi·ɒl
urus	ya·wːru·hs
usability	yoo·zu·hbi·li·ti
usable	yoo·zu·hbu·hl
usage	yoo·si·j
usages	yoo·si·ji·z
useable	yoo·zu·hbu·hl
useful	yoo·sfu·hl
usefully	yoo·zfu·hli
usefulness	yoo·sfu·hlnu·hs
useless	yoo·slu·hs
uselessly	yoo·slu·hsli
uselessness	yoo·slu·hsnu·hs
user	yoo·zu·h
username	yoo·zu·hne·ym
users	yoo·zu·hz
usher	u·hshu·h
ushered	u·hshu·hd
usherette	u·hshu·hre·t
usherettes	u·hshu·hre·ts
ushering	u·hshu·hri·ng
ushers	u·hshu·hz
using	yoo·zi·ng
us	u·hs
usual	yoo·zhoou·hl
usually	yoo·zhoou·hli
usurer	yoo·zyu·ru·h
usurers	yoo·zyu·ru·hz
usurpation	yoo·zɜːpe·yshn
usurped	yoo·zɜːpt
usurper	yoo·zɜːpu·h
usurping	yoo·zɜːpi·ng
usurp	yoo·zɜːp
usury	yoo·zyu·ri
utensil	yoo·te·nsu·hl
utensils	yoo·te·nsu·hlz
uteri	yoo·tu·hri
uterine	yoo·tu·hrIyn
uterus	yoo·tu·hru·hs
utile	yoo·tai·l
utilisation	yoo·ti·lai·ze·yshn
utilised	yoo·tu·hlai·zd
utilise	yoo·tu·hlai·z
utilises	yoo·tu·hlai·zi·z
utilising	yoo·tu·hlai·zi·ng
utilitarianism	yoo·ti·li·teu·hriu·hni·zu·hm
utilitarian	yoo·ti·li·teu·hriu·hn
utilitarians	yoo·ti·li·teu·hriu·hnz
utilities	yoo·ti·li·ti·z
utility	yoo·ti·li·ti
utmost	u·htmo·hst
utopia	yoo·towpiu·h
utopianism	yoo·towpiu·hni·zu·hm
utopian	yoo·towpiu·hn
utopians	yoo·towpiu·hnz
utopias	yoo·towpiu·hz
uts	u·hts
ut	u·ht
utterances	u·htu·hru·hnsi·z
utterance	u·htu·hru·hns
uttered	u·htu·hd
uttering	u·htu·hri·ng
utterly	u·htu·hli
uttermost	u·htu·hmo·hst
utters	u·htu·hz
utter	u·htu·h
uvula	yoo·vyu·lu·h
uxorious	u·hksa·wːriu·hs
uxoriousness	u·hksa·wːriu·hsnu·hs
vacancies	ve·yku·hnsi·z
vacancy	ve·yku·hnsi
vacantly	ve·yku·hntli
vacant	ve·yku·hnt
vacated	ve·yke·yti·d
vacates	ve·yke·yts
vacate	ve·yke·yt
vacating	ve·yke·yti·ng
vacationing	ve·yke·yshni·ng
vacations	ve·yke·yshnz
vacation	ve·yke·yshn
vaccinated	va·ksi·ne·yti·d
vaccinates	va·ksi·ne·yts
vaccinate	va·ksi·ne·yt
vaccinating	va·ksi·ne·yti·ng
vaccinations	va·ksi·ne·yshnz
vaccination	va·ksi·ne·yshn
vaccinator	va·ksi·ne·ytu·h
vaccines	va·ksIynz
vaccine	va·ksIyn
vaccinia	va·ksi·niu·h
vacillated	va·si·le·yti·d
vacillates	va·si·le·yts
vacillating	va·si·le·yti·ng
vacillation	va·si·le·yshn
vacuity	va·kyooi·ti
vacuousness	va·kyoou·hsnu·hs
vacuous	va·kyoou·hs
vacuumed	va·kyoo·md
vacuuming	va·kyoo·mi·ng
vacuums	va·kyoo·mz
vacuum	va·kyoo·m
vac	va·k
vagabonds	va·gu·hbɒndz
vagabond	va·gu·hbɒnd
vagal	va·gu·hl
vagaries	ve·ygu·hri·z
vagary	ve·ygu·hri
vaginally	va·ji·nu·hli
vaginal	va·ji·nu·hl
vaginas	vu·hjai·nu·hz
vagina	vu·hjai·nu·h
vagrancy	ve·ygru·hnsi
vagrants	ve·ygru·hnts
vagrant	ve·ygru·hnt
vaguely	ve·ygli
vagueness	ve·ygnu·hs
vaguer	ve·ygu·h
vaguest	ve·ygu·hst
vague	ve·yg
vagus	va·gu·hs
vail	ve·yl
vainest	ve·ynu·hst
vaingloriousness	ve·ynggla·wːriu·hsnu·hs
vainglorious	ve·ynggla·wːriu·hs
vainglory	ve·yngglu·hri
vainly	ve·ynli
vain	ve·yn
vair	veu·h
valances	va·lu·hnsi·z
valance	va·lu·hns
valediction	va·li·di·kshn
valedictorian	va·li·di·kta·wːriu·hn
valedictory	va·li·di·ktu·hri
valency	ve·ylnsi
valentines	va·lu·hntai·nz
valentine	va·lu·hntai·n
valerian	va·liu·hriu·hn
vales	ve·ylz
valeted	va·lIyti·d
valeting	va·lIyti·ng
valets	va·le·ys
valet	va·le·y
valgus	va·lgu·hs
valiantly	va·liu·hntli
valiant	va·liu·hnt
validated	va·li·de·yti·d
validates	va·li·de·yts
validate	va·li·de·yt
validating	va·li·de·yti·ng
validation	va·li·de·yshn
validity	va·li·di·ti
validly	va·li·dli
valid	va·li·d
valises	vu·hlIysi·z
valise	vu·hlIys
valleys	va·li·z
valley	va·li
valorous	va·lu·hru·hs
valor	va·lu·h
valour	va·lu·h
valse	va·ls
valuables	va·lyoou·hbu·hlz
valuable	va·lyoou·hbu·hl
valuations	va·lyooe·yshnz
valuation	va·lyooe·yshn
valued	va·lyoo·d
valueless	va·lyoo·lu·hs
valuers	va·lyoou·hz
valuer	va·lyoou·h
values	va·lyoo·z
value	va·lyoo
valuing	va·lyooi·ng
valves	va·lvz
valve	va·lv
vamoosed	va·moo·sd
vamoose	va·moo·s
vamped	va·mpt
vamping	va·mpi·ng
vampires	va·mpaiu·hz
vampire	va·mpaiu·h
vampirism	va·mpaiu·hri·zu·hm
vampish	va·mpi·sh
vamps	va·mps
vamp	va·mp
vampy	va·mpi
vanadium	va·ne·ydiu·hm
vandalised	va·ndu·hlai·zd
vandalise	va·ndu·hlai·z
vandalising	va·ndu·hlai·zi·ng
vandalism	va·ndu·hli·zu·hm
vandals	va·ndu·hlz
vandal	va·ndu·hl
vanda	va·ndu·h
vanes	ve·ynz
vane	ve·yn
vanguard	va·ngga·hd
vanillas	vu·hni·lu·hz
vanilla	vu·hni·lu·h
vanished	va·ni·sht
vanisher	va·ni·shu·h
vanishes	va·ni·shi·z
vanishingly	va·ni·shi·ngli
vanishing	va·ni·shi·ng
vanish	va·ni·sh
vanities	va·ni·ti·z
vanity	va·ni·ti
vanning	va·ni·ng
vanquished	va·nkwi·sht
vanquishes	va·nkwi·shi·z
vanquishing	va·nkwi·shi·ng
vanquish	va·nkwi·sh
vans	va·nz
vantages	va·hnti·ji·z
vantage	va·hnti·j
van	va·n
vapid	va·pi·d
vaporetto	ve·ypa·wːre·tow
vaporisation	ve·ypa·wːrai·ze·yshn
vaporised	ve·ypa·wːrai·zd
vaporisers	ve·ypa·wːrai·zu·hz
vaporiser	ve·ypa·wːrai·zu·h
vaporises	ve·ypa·wːrai·zi·z
vaporise	ve·ypa·wːrai·z
vaporising	ve·ypa·wːrai·zi·ng
vaporous	ve·ypu·hru·hs
vapors	ve·ypu·hz
vapor	ve·ypu·h
vapours	ve·ypu·hz
vapour	ve·ypu·h
vara	va·hru·h
variability	veu·hriu·hbi·li·ti
variables	veu·hriu·hbu·hlz
variable	veu·hriu·hbu·hl
variances	veu·hriu·hnsi·z
variance	veu·hriu·hns
variants	veu·hriu·hnts
variant	veu·hriu·hnt
variations	veu·hrie·yshnz
variation	veu·hrie·yshn
varicella	va·rai·se·lu·h
varices	va·ri·si·z
varicose	va·ri·ko·hs
varied	veu·hri·d
variegated	veu·hri·ge·yti·d
variegation	veu·hri·ge·yshn
varies	veu·hri·z
varietal	veu·hraiu·htu·hl
varieties	vu·hraiu·hti·z
variety	vu·hraiu·hti
variola	veu·hrio·hlu·h
variously	veu·hriu·hsli
various	veu·hriu·hs
varlets	va·hlu·hts
varlet	va·hlu·ht
varmints	va·hmi·nts
varmint	va·hmi·nt
varnished	va·hni·sht
varnishes	va·hni·shi·z
varnishing	va·hni·shi·ng
varnish	va·hni·sh
varsity	va·hsi·ti
varying	veu·hrii·ng
vary	veu·hri
vasa	va·hsu·h
vascular	va·skyu·lu·h
vasectomies	ve·yse·ktu·hmi·z
vasectomy	va·ze·ktu·hmi
vases	va·hzi·z
vase	va·hz
vasodilator	va·sɒdi·le·ytu·h
vassals	va·su·hlz
vassal	va·su·hl
vaster	va·hstu·h
vastly	va·hstli
vastness	va·hstnu·hs
vast	va·hst
vasty	va·hsti
vas	va·s
vats	va·ts
vatting	va·ti·ng
vat	va·t
vaudeville	va·wːdu·hvi·l
vaudevillians	va·wːdu·hvi·liu·hnz
vaudevillian	va·wːdu·hvi·liu·hn
vaulted	vɒlti·d
vaulters	vɒltu·hz
vaulter	vɒltu·h
vaulting	vɒlti·ng
vaults	vɒlts
vault	vɒlt
vaunted	va·wːnti·d
vaunting	va·wːnti·ng
vav	va·v
veal	vIyl
vectored	ve·ktu·hd
vectoring	ve·ktu·hri·ng
vectors	ve·ktu·hz
vector	ve·ktu·h
vedette	ve·de·t
vedic	ve·di·k
veep	vIyp
veered	viu·hd
veering	viu·hri·ng
veers	viu·hz
veer	viu·h
veganism	vIygu·hni·zu·hm
vegans	vIygu·hnz
vegan	vIygu·hn
vegetables	ve·ji·tu·hbu·hlz
vegetable	ve·ji·tu·hbu·hl
vegetarianism	ve·ji·teu·hriu·hni·zu·hm
vegetarians	ve·ji·teu·hriu·hnz
vegetarian	ve·ji·teu·hriu·hn
vegetated	ve·ji·te·yti·d
vegetate	ve·ji·te·yt
vegetating	ve·ji·te·yti·ng
vegetational	ve·ji·te·yshnu·hl
vegetation	ve·ji·te·yshn
vegetatively	ve·ji·te·yti·vli
vegetative	ve·ji·te·yti·v
veggies	ve·ji·z
veggie	ve·ji
vegging	ve·ji·ng
vegs	ve·jz
veg	ve·j
vehemence	viu·hmu·hns
vehemently	viu·hmu·hntli
vehement	viu·hmu·hnt
vehicles	viu·hku·hlz
vehicle	viu·hku·hl
vehicular	ve·hi·kyu·lu·h
veiled	ve·yld
veiling	ve·yli·ng
veils	ve·ylz
veil	ve·yl
veined	ve·ynd
veining	ve·yni·ng
veins	ve·ynz
vein	ve·yn
veiny	ve·yni
vela	ve·lu·h
veldt	ve·lt
veld	ve·ld
vellum	ve·lu·hm
veloce	vu·hlo·hs
velocipede	vu·hlɒsi·pIyd
velocities	vu·hlɒsi·ti·z
velocity	vu·hlɒsi·ti
velodromes	ve·lu·hdro·hmz
velodrome	ve·lu·hdro·hm
velour	ve·lu·h
velum	ve·lu·hm
velveteen	ve·lvi·tIyn
velvets	ve·lvi·ts
velvet	ve·lvi·t
velvety	ve·lvi·ti
venality	ve·na·li·ti
venal	vIynu·hl
vena	vIynu·h
vendace	ve·nde·ys
vended	ve·ndi·d
vendee	ve·ndIy
vender	ve·ndu·h
vendettas	ve·nde·tu·hz
vendetta	ve·nde·tu·h
vending	ve·ndi·ng
vendors	ve·ndu·hz
vendor	ve·ndu·h
vends	ve·ndz
vend	ve·nd
veneered	ve·niu·hd
veneering	ve·niu·hri·ng
veneers	ve·niu·hz
veneer	ve·niu·h
venerable	ve·nu·hru·hbu·hl
venerated	ve·nu·hre·yti·d
venerate	ve·nu·hre·yt
venerating	ve·nu·hre·yti·ng
veneration	ve·nu·hre·yshn
venereal	ve·niu·hriu·hl
venetian	ve·ne·shn
vengeance	ve·nju·hns
vengefulness	ve·njfu·hlnu·hs
vengeful	ve·njfu·hl
venge	ve·nj
venial	vIyniu·hl
venison	ve·ni·su·hn
venomous	ve·nu·hmu·hs
venom	ve·nu·hm
venous	ve·nu·hs
vented	ve·nti·d
ventilated	ve·nti·le·yti·d
ventilates	ve·nti·le·yts
ventilate	ve·nti·le·yt
ventilating	ve·nti·le·yti·ng
ventilation	ve·nti·le·yshn
ventilators	ve·nti·le·ytu·hz
ventilator	ve·nti·le·ytu·h
venting	ve·nti·ng
ventrally	ve·ntru·hli
ventral	ve·ntru·hl
ventre	ve·ntu·h
ventricles	ve·ntri·ku·hlz
ventricle	ve·ntri·ku·hl
ventricular	ve·ntri·kyu·lu·h
ventriloquism	ve·ntri·lu·hkwi·zu·hm
ventriloquists	ve·ntri·lu·hkwi·sts
ventriloquist	ve·ntri·lu·hkwi·st
vents	ve·nts
ventured	ve·nchu·hd
venturesome	ve·nchu·hsu·hm
ventures	ve·nchu·hz
venture	ve·nchu·h
venturing	ve·nchu·hri·ng
vent	ve·nt
venues	ve·nyoo·z
venue	ve·nyoo
veracious	vu·hre·yshu·hs
veracity	vu·hra·si·ti
verandah	ve·ra·ndu·h
verandas	vu·hra·ndu·hz
veranda	vu·hra·ndu·h
verbalisation	vɜːbu·hlai·ze·yshn
verbalised	vɜːbu·hlai·zd
verbalise	vɜːbu·hlai·z
verbalising	vɜːbu·hlai·zi·ng
verbally	vɜːbu·hli
verbals	vɜːbu·hlz
verbal	vɜːbu·hl
verbatim	vɜːbe·yti·m
verbenas	vɜːbIynu·hz
verbena	vɜːbIynu·h
verbiage	vɜːbi·j
verbose	vɜːbo·hz
verbosity	vɜːbɒsi·ti
verboten	vɜːbo·htu·hn
verbs	vɜːbz
verb	vɜːb
verdant	vɜːdu·hnt
verdicts	vɜːdi·kts
verdict	vɜːdi·kt
verdigris	vɜːdi·gri·s
verdure	vɜːdya·wː
verey	ve·ri
verged	vɜːjd
vergers	vɜːju·hz
verger	vɜːju·h
verges	vɜːji·z
verge	vɜːj
verging	vɜːji·ng
veriest	viu·hriu·hst
verifiable	ve·ri·faiu·hbu·hl
verifiably	ve·ri·faiu·hbli
verification	ve·ri·fi·ke·yshn
verified	ve·ri·fai·d
verifies	ve·ri·fai·z
verifying	ve·ri·faii·ng
verify	ve·ri·fai
verily	ve·ri·li
verisimilitude	ve·ri·si·mi·li·tyoo·d
verismo	ve·ri·smo·h
veritable	ve·ri·tu·hbu·hl
verite	ve·rai·t
verities	ve·ri·ti·z
verity	ve·ri·ti
verjuice	vɜːjoo·s
vermicelli	vɜːmi·che·li
vermiculite	vɜːmi·kyu·lai·t
vermiform	vɜːmi·fa·wːm
vermilion	vɜːmi·liu·hn
vermillion	vɜːmi·liu·hn
vermin	vɜːmi·n
vermouth	vɜːmu·hth
vernacular	vɜːna·kyu·lu·h
vernal	vɜːnu·hl
vernier	vɜːniu·h
veronica	vu·hrɒni·ku·h
verrucas	ve·roo·ku·hz
verruca	ve·roo·ku·h
versatile	vɜːsu·htai·l
versatility	vɜːsu·hti·li·ti
versed	vɜːsd
verses	vɜːsi·z
verse	vɜːs
versing	vɜːsi·ng
versions	vɜːshnz
version	vɜːshn
verso	vɜːso·h
versus	vɜːsi·z
vertebrae	vɜːti·brIy
vertebral	vɜːti·bru·hl
vertebras	vɜːti·bru·hz
vertebrates	vɜːti·bre·yts
vertebrate	vɜːti·bre·yt
vertebra	vɜːti·bru·h
vertex	vɜːte·ks
verticality	vɜːti·ka·li·ti
vertically	vɜːti·kli
verticals	vɜːti·ku·hlz
vertical	vɜːti·ku·hl
vertices	vɜːti·sIyz
vertiginous	vɜːti·ji·nu·hs
vertigo	vɜːti·go·h
vervets	vɜːvi·ts
vervet	vɜːvi·t
verve	vɜːv
very	ve·ri
vesicles	ve·si·ku·hlz
vesicular	ve·si·kyu·lu·h
vespers	ve·spu·hz
vesper	ve·spu·h
vessels	ve·su·hlz
vessel	ve·su·hl
vestal	ve·stu·hl
vesta	ve·stu·h
vested	ve·sti·d
vestibular	ve·sti·byu·lu·h
vestibule	ve·sti·byoo·l
vestiges	ve·sti·ji·z
vestige	ve·sti·j
vestigial	ve·sti·ju·hl
vesting	ve·sti·ng
vestments	ve·stmu·hnts
vestment	ve·stmu·hnt
vestry	ve·stri
vests	ve·sts
vesture	ve·schu·h
vest	ve·st
vetches	ve·chi·z
vetch	ve·ch
veterans	ve·tu·hru·hnz
veteran	ve·tu·hru·hn
veterinarians	ve·tu·hri·neu·hriu·hnz
veterinarian	ve·tu·hri·neu·hriu·hn
veterinary	ve·tu·hri·nu·hri
vetiver	ve·ti·vu·h
vetoed	vIytowd
vetoes	vIytowz
vetoing	vIytowi·ng
veto	vIytow
vets	ve·ts
vetted	ve·ti·d
vetting	ve·ti·ng
vet	ve·t
vexations	ve·kse·yshnz
vexation	ve·kse·yshn
vexatiously	ve·kse·yshu·hsli
vexatious	ve·kse·yshu·hs
vexed	ve·kst
vexes	ve·ksi·z
vexillology	ve·ksi·lɒlu·hji
vexing	ve·ksi·ng
vex	ve·ks
vhf	vIye·yche·f
viability	vaiu·hbi·li·ti
viable	vaiu·hbu·hl
viably	vaiu·hbli
viaducts	vaiu·hdu·hkts
viaduct	vaiu·hdu·hkt
vials	vaiu·hlz
vial	vaiu·hl
viator	vaiu·htu·h
via	vaiu·h
vibes	vai·bz
vibe	vai·b
vibrancy	vai·bru·hnsi
vibrantly	vai·bru·hntli
vibrant	vai·bru·hnt
vibraphone	vai·bru·hfo·hn
vibrated	vai·bre·yti·d
vibrates	vai·bre·yts
vibrate	vai·bre·yt
vibrating	vai·bre·yti·ng
vibrational	vai·bre·yshnu·hl
vibrations	vai·bre·yshnz
vibration	vai·bre·yshn
vibrators	vai·bre·ytu·hz
vibrator	vai·bre·ytu·h
vibrato	vi·bra·htow
vibrio	vai·brio·h
vibrissae	vai·bri·sIy
viburnums	vi·bɜːnu·hmz
viburnum	vi·bɜːnu·hm
vicarages	vi·ku·hri·ji·z
vicarage	vi·ka·ri·j
vicariously	vi·keu·hriu·hsli
vicarious	vi·keu·hriu·hs
vicars	vi·ku·hz
vicar	vi·ku·h
viced	vai·st
viceregal	vai·srIygu·hl
viceroys	vai·sro·yz
viceroy	vai·sro·y
vices	vai·si·z
vichyssoise	vi·chi·so·ys
vicinities	vi·si·ni·ti·z
vicinity	vi·si·ni·ti
viciously	vi·shu·hsli
viciousness	vi·shu·hsnu·hs
vicious	vi·shu·hs
vicissitudes	vi·si·si·tyoo·dz
victimisation	vi·kti·mai·ze·yshn
victimised	vi·kti·mai·zd
victimise	vi·kti·mai·z
victimising	vi·kti·mai·zi·ng
victimless	vi·kti·mlu·hs
victims	vi·kti·mz
victim	vi·kti·m
victoria	vi·kta·wːriu·h
victories	vi·ktu·hri·z
victoriously	vi·kta·wːriu·hsli
victorious	vi·kta·wːriu·hs
victors	vi·ktu·hz
victor	vi·ktu·h
victory	vi·ktu·hri
victualler	vi·kchooa·wːlu·h
victualling	vi·kchooa·wːli·ng
victuals	vi·kchoou·hlz
videoed	vi·dio·hd
videoing	vi·dio·hi·ng
videophone	vi·dio·hfo·hn
videos	vi·dio·hz
videotaped	vi·dIyo·hte·ypt
videotapes	vi·dIyo·hte·yps
videotape	vi·dIyo·hte·yp
videotaping	vi·dIyo·hte·ypi·ng
video	vi·dio·h
vide	vai·d
vied	vai·d
vies	vai·z
vie	vai
viewable	vyoou·hbu·hl
viewed	vyoo·d
viewership	vyoou·hshi·p
viewers	vyoou·hz
viewer	vyoou·h
viewfinders	vyoo·fai·ndu·hz
viewfinder	vyoo·fai·ndu·h
viewings	vyooi·ngz
viewing	vyooi·ng
viewpoints	vyoo·po·ynts
viewpoint	vyoo·po·ynt
views	vyoo·z
view	vyoo
vigilance	vi·ji·lu·hns
vigilantes	vi·ji·la·nti·s
vigilante	vi·ji·la·nti
vigilantism	vi·ji·lu·hnti·zu·hm
vigilantly	vi·ji·lu·hntli
vigilant	vi·ji·lu·hnt
vigils	vi·ji·lz
vigil	vi·ji·l
vignettes	vi·nye·ts
vignette	vi·nye·t
vigorously	vi·gu·hru·hsli
vigorous	vi·gu·hru·hs
vigour	vi·gu·h
vikings	vai·ki·ngz
viking	vai·ki·ng
vilely	vai·lli
vileness	vai·lnu·hs
vilest	vai·lu·hst
vile	vai·l
vilification	vi·li·fi·ke·yshn
vilified	vi·li·fai·d
vilifying	vi·li·faii·ng
vilify	vi·li·fai
villagers	vi·li·ju·hz
villager	vi·li·ju·h
villages	vi·li·ji·z
village	vi·li·j
villainesses	vi·lu·hnu·hsi·z
villainess	vi·le·ynu·hs
villainous	vi·lu·hnu·hs
villains	vi·lu·hnz
villain	vi·lu·hn
villainy	vi·lu·hni
villas	vi·lu·hz
villa	vi·lu·h
villeins	vi·lai·nz
villein	vi·lai·n
villi	vi·lai
vim	vi·m
vinaigrette	vi·ne·ygre·t
vina	vIynu·h
vindaloos	vi·ndu·hloo·z
vindicated	vi·ndi·ke·yti·d
vindicates	vi·ndi·ke·yts
vindicate	vi·ndi·ke·yt
vindicating	vi·ndi·ke·yti·ng
vindication	vi·ndi·ke·yshn
vindictively	vi·ndi·kti·vli
vindictiveness	vi·ndi·kti·vnu·hs
vindictive	vi·ndi·kti·v
vinegarette	vi·ni·gu·hre·t
vinegars	vi·ni·gu·hz
vinegar	vi·ni·gu·h
vinegary	vi·ni·gu·hri
vinery	vai·nu·hri
vines	vai·nz
vine	vai·n
vineyards	vi·nyu·hdz
vineyard	vi·nyu·hd
viniculture	vi·ni·ku·hlchu·h
vino	vIyno·h
vintages	vi·nti·ji·z
vintage	vi·nti·j
vintners	vi·ntnu·hz
vintner	vi·ntnu·h
vinyls	vai·ni·lz
vinyl	vai·ni·l
violas	vaio·hlu·hz
violated	vaiu·hle·yti·d
violates	vaiu·hle·yts
violate	vaiu·hle·yt
violating	vaiu·hle·yti·ng
violations	vaiu·hle·yshnz
violation	vaiu·hle·yshn
violators	vaiu·hle·ytu·hz
violator	vaiu·hle·ytu·h
violence	vaiu·hlu·hns
violently	vaiu·hlu·hntli
violent	vaiu·hlu·hnt
violets	vaiu·hlu·hts
violet	vaiu·hlu·ht
violinists	vaiu·hli·ni·sts
violinist	vaiu·hli·ni·st
violins	vaiu·hli·nz
violin	vaiu·hli·n
viol	vaiu·hl
vipers	vai·pu·hz
viper	vai·pu·h
virago	vɜːre·ygo·h
virally	vaiu·hru·hli
viral	vaiu·hru·hl
vire	vaiu·h
virga	vɜːgu·h
virginals	vɜːjai·nu·hlz
virginal	vɜːjai·nu·hl
virginity	vɜːji·ni·ti
virgins	vɜːji·nz
virgin	vɜːji·n
viridian	vi·ri·diu·hn
virile	vi·rai·l
virility	vi·ri·li·ti
virologists	vi·rɒlu·hji·sts
virologist	vi·rɒlu·hji·st
virology	vi·rɒlu·hji
virtually	vɜːchoou·hli
virtual	vɜːchoou·hl
virtues	vɜːchoo·z
virtue	vɜːchoo
virtuosic	vɜːtyoo·ɒzi·k
virtuosity	vɜːtyoo·ɒsi·ti
virtuosi	vɜːtyooo·hsi
virtuosos	vɜːtyooo·hso·hz
virtuoso	vɜːtyooo·hso·h
virtuously	vɜːchoou·hsli
virtuous	vɜːchoou·hs
virtus	vɜːtu·hs
virtu	vɜːtoo
virulence	vi·ru·hlu·hns
virulently	vi·ru·hlu·hntli
virulent	vi·ru·hlu·hnt
viruses	vai·ru·hsi·z
virus	vai·ru·hs
visaged	vi·si·jd
visages	vi·si·ji·z
visage	vi·si·j
visas	vIyzu·hz
visa	vIyzu·h
viscerally	vi·su·hru·hli
visceral	vi·su·hru·hl
viscera	vi·su·hru·h
viscidity	vi·si·di·ti
viscose	vi·sko·hs
viscosity	vi·skɒsi·ti
viscountcy	vai·ko·wntsi
viscountess	vai·ko·wnte·s
viscounts	vai·ko·wnts
viscount	vai·ko·wnt
viscous	vi·sku·hs
vised	vai·zd
visibility	vi·zu·hbi·li·ti
visible	vi·zu·hbu·hl
visibly	vi·zu·hbli
visionaries	vi·zhu·hnu·hri·z
visionary	vi·zhu·hnu·hri
visioned	vi·zhu·hnd
visions	vi·zhu·hnz
vision	vi·zhu·hn
visitations	vi·zi·te·yshnz
visitation	vi·zi·te·yshn
visited	vi·zi·ti·d
visiting	vi·zi·ti·ng
visitors	vi·zi·tu·hz
visitor	vi·zi·tu·h
visits	vi·zi·ts
visit	vi·zi·t
visored	vi·su·hd
visors	vai·zu·hz
visor	vai·zu·h
vistas	vi·stu·hz
vista	vi·stu·h
visualisations	vi·zhoou·hlai·ze·yshnz
visualisation	vi·zhoou·hlai·ze·yshn
visualised	vi·zhoou·hlai·zd
visualiser	vi·zhoou·hlai·zu·h
visualises	vi·zhoou·hlai·zi·z
visualise	vi·zhoou·hlai·z
visualising	vi·zhoou·hlai·zi·ng
visually	vi·zhoou·hli
visuals	vi·zhoou·hlz
visual	vi·zhoou·hl
vitae	vi·tIy
vitalised	vai·tu·hlai·zd
vitalise	vai·tu·hlai·z
vitalising	vai·ta·li·si·ng
vitality	vai·ta·li·ti
vitally	vai·tu·hli
vitals	vai·tu·hlz
vital	vai·tu·hl
vitamins	vi·tu·hmi·nz
vitamin	vi·tu·hmi·n
vitas	vIytu·hz
vita	vIytu·h
vitiate	vi·shie·yt
viticulture	vi·ti·ku·hlchu·h
vitreous	vi·triu·hs
vitrification	vi·tri·fi·ke·yshn
vitrified	vi·tri·fai·d
vitrify	vi·tri·fai
vitrines	vi·trIynz
vitrine	vi·trIyn
vitriolic	vi·tri·ɒli·k
vitriol	vi·trIyu·hl
vittles	vi·tu·hlz
vituperative	vi·tyoo·pu·hru·hti·v
vivace	vi·ve·ys
vivaciousness	vi·ve·yshu·hsnu·hs
vivacious	vi·ve·yshu·hs
vivacity	vi·va·si·ti
vivarium	vi·veu·hriu·hm
vivas	vIyvu·hz
vive	vai·v
vividly	vi·vi·dli
vividness	vi·vi·dnu·hs
vivid	vi·vi·d
vivisection	vi·vi·se·kshn
vixens	vi·ksu·hnz
vixen	vi·ksu·hn
vizier	vai·ziu·h
vocabularies	vo·hka·byu·lu·hri·z
vocabulary	vo·hka·byu·lu·hri
vocalisations	vo·hku·hlai·ze·yshnz
vocalisation	vo·hku·hlai·ze·yshn
vocalised	vo·hku·hlai·zd
vocalise	vo·hku·hlai·z
vocalising	vo·hku·hlai·zi·ng
vocalists	vo·hku·hli·sts
vocalist	vo·hku·hli·st
vocally	vo·hku·hli
vocals	vo·hku·hlz
vocal	vo·hku·hl
vocationally	vo·hke·yshnu·hli
vocational	vo·hke·yshnu·hl
vocations	vo·hke·yshnz
vocation	vo·hke·yshn
vocative	vo·hku·hti·v
vociferously	vo·hsi·fu·hru·hsli
vociferous	vo·hsi·fu·hru·hs
vodkas	vɒdku·hz
vodka	vɒdku·h
voes	vo·hz
voe	vo·h
vogues	vo·hgz
vogue	vo·hg
voguish	vɒgwi·sh
voiced	vo·yst
voiceless	vo·yslu·hs
voiceover	vo·yso·hvu·h
voiceprint	vo·yspri·nt
voices	vo·ysi·z
voice	vo·ys
voicing	vo·ysi·ng
voidable	vo·ydu·hbu·hl
voided	vo·ydi·d
voiding	vo·ydi·ng
voids	vo·ydz
void	vo·yd
voile	vo·yl
voiture	vo·ychu·h
volant	vɒlu·hnt
volar	vo·hlu·h
volatiles	vɒlu·htai·lz
volatile	vɒlu·htai·l
volatility	vɒlu·hti·li·ti
volcanically	vɒlka·ni·kli
volcanic	vɒlka·ni·k
volcanism	vɒlku·hni·zu·hm
volcanoes	vɒlke·yno·hz
volcanologist	vɒlku·hnɒlu·hji·st
volcanology	vɒlku·hnɒlu·hji
volcanos	vɒlke·yno·hz
volcano	vɒlke·yno·h
voles	vo·hlz
vole	vo·hl
volition	vu·hli·shn
volleyball	vɒli·ba·wːl
volleyed	vɒli·d
volleyer	vɒle·yu·h
volleying	vɒlii·ng
volleys	vɒli·z
volley	vɒli
voltages	vo·hlti·ji·z
voltage	vo·hlti·j
voltaic	vo·hlte·yi·k
voltmeter	vo·hltmIytu·h
volts	vo·hlts
volt	vo·hlt
voluble	vɒlu·hbu·hl
volubly	vɒlu·hbli
volumed	vɒlyoo·md
volumes	vɒlyoo·mz
volumetric	vɒlyoo·me·tri·k
volume	vɒlyoo·m
voluminous	vu·hloo·mi·nu·hs
